brand,buy_price,sell_price,date
SJC,168500,171500,2026-04-09 14:56:53
DOJI HN,168500,171500,2026-04-09 14:56:53
DOJI SG,168500,171500,2026-04-09 14:56:53
BTMH,167500,171500,2026-04-09 14:56:53
BTMC SJC,168500,171500,2026-04-09 14:56:53
Phú Qúy SJC,168300,171500,2026-04-09 14:56:53
PNJ TP.HCM,168000,171000,2026-04-09 14:56:53
PNJ Hà Nội,168000,171000,2026-04-09 14:56:53
SJC,169700,172700,2026-04-10 04:09:19
DOJI HN,169700,172700,2026-04-10 04:09:19
DOJI SG,169700,172700,2026-04-10 04:09:19
BTMH,169700,172700,2026-04-10 04:09:19
BTMC SJC,169700,172700,2026-04-10 04:09:19
Phú Qúy SJC,169700,172700,2026-04-10 04:09:19
PNJ TP.HCM,169200,172200,2026-04-10 04:09:19
PNJ Hà Nội,169200,172200,2026-04-10 04:09:19
SJC,169700,172700,2026-04-10 06:54:17
DOJI HN,169700,172700,2026-04-10 06:54:17
DOJI SG,169700,172700,2026-04-10 06:54:17
BTMH,169700,172700,2026-04-10 06:54:17
BTMC SJC,169700,172700,2026-04-10 06:54:17
Phú Qúy SJC,169700,172700,2026-04-10 06:54:17
PNJ TP.HCM,169200,172200,2026-04-10 06:54:17
PNJ Hà Nội,169200,172200,2026-04-10 06:54:17
SJC,169700,172700,2026-04-10 10:10:21
DOJI HN,169700,172700,2026-04-10 10:10:21
DOJI SG,169700,172700,2026-04-10 10:10:21
BTMH,169700,172700,2026-04-10 10:10:21
BTMC SJC,169700,172700,2026-04-10 10:10:21
Phú Qúy SJC,169700,172700,2026-04-10 10:10:21
PNJ TP.HCM,169200,172200,2026-04-10 10:10:21
PNJ Hà Nội,169200,172200,2026-04-10 10:10:21
SJC,169700,172700,2026-04-10 14:17:59
DOJI HN,169700,172700,2026-04-10 14:17:59
DOJI SG,169700,172700,2026-04-10 14:17:59
BTMH,169700,172700,2026-04-10 14:17:59
BTMC SJC,169700,172700,2026-04-10 14:17:59
Phú Qúy SJC,169700,172700,2026-04-10 14:17:59
PNJ TP.HCM,169200,172200,2026-04-10 14:17:59
PNJ Hà Nội,169200,172200,2026-04-10 14:17:59
SJC,169400,172400,2026-04-11 03:38:53
DOJI HN,169400,172400,2026-04-11 03:38:53
DOJI SG,169400,172400,2026-04-11 03:38:53
BTMH,169400,172400,2026-04-11 03:38:53
BTMC SJC,169400,172400,2026-04-11 03:38:53
Phú Qúy SJC,169400,172400,2026-04-11 03:38:53
PNJ TP.HCM,169200,172200,2026-04-11 03:38:53
PNJ Hà Nội,169200,172200,2026-04-11 03:38:53
SJC,169400,172400,2026-04-11 06:03:22
DOJI HN,169400,172400,2026-04-11 06:03:22
DOJI SG,169400,172400,2026-04-11 06:03:22
BTMH,169400,172400,2026-04-11 06:03:22
BTMC SJC,169400,172400,2026-04-11 06:03:22
Phú Qúy SJC,169400,172400,2026-04-11 06:03:22
PNJ TP.HCM,169200,172200,2026-04-11 06:03:22
PNJ Hà Nội,169200,172200,2026-04-11 06:03:22
SJC,169400,172400,2026-04-11 09:46:36
DOJI HN,169400,172400,2026-04-11 09:46:36
DOJI SG,169400,172400,2026-04-11 09:46:36
BTMH,169400,172400,2026-04-11 09:46:36
BTMC SJC,169400,172400,2026-04-11 09:46:36
Phú Qúy SJC,169400,172400,2026-04-11 09:46:36
PNJ TP.HCM,169200,172200,2026-04-11 09:46:36
PNJ Hà Nội,169200,172200,2026-04-11 09:46:36
SJC,169400,172400,2026-04-11 13:57:29
DOJI HN,169400,172400,2026-04-11 13:57:29
DOJI SG,169400,172400,2026-04-11 13:57:29
BTMH,169400,172400,2026-04-11 13:57:29
BTMC SJC,169400,172400,2026-04-11 13:57:29
Phú Qúy SJC,169400,172400,2026-04-11 13:57:29
PNJ TP.HCM,169200,172200,2026-04-11 13:57:29
PNJ Hà Nội,169200,172200,2026-04-11 13:57:29
SJC,169400,172400,2026-04-12 04:12:19
DOJI HN,169400,172400,2026-04-12 04:12:19
DOJI SG,169400,172400,2026-04-12 04:12:19
BTMH,169400,172400,2026-04-12 04:12:19
BTMC SJC,169400,172400,2026-04-12 04:12:19
Phú Qúy SJC,169400,172400,2026-04-12 04:12:19
PNJ TP.HCM,169200,172200,2026-04-12 04:12:19
PNJ Hà Nội,169200,172200,2026-04-12 04:12:19
SJC,169400,172400,2026-04-12 06:24:16
DOJI HN,169400,172400,2026-04-12 06:24:16
DOJI SG,169400,172400,2026-04-12 06:24:16
BTMH,169400,172400,2026-04-12 06:24:16
BTMC SJC,169400,172400,2026-04-12 06:24:16
Phú Qúy SJC,169400,172400,2026-04-12 06:24:16
PNJ TP.HCM,169200,172200,2026-04-12 06:24:16
PNJ Hà Nội,169200,172200,2026-04-12 06:24:16
SJC,169400,172400,2026-04-12 09:50:40
DOJI HN,169400,172400,2026-04-12 09:50:40
DOJI SG,169400,172400,2026-04-12 09:50:40
BTMH,169400,172400,2026-04-12 09:50:40
BTMC SJC,169400,172400,2026-04-12 09:50:40
Phú Qúy SJC,169400,172400,2026-04-12 09:50:40
PNJ TP.HCM,169200,172200,2026-04-12 09:50:40
PNJ Hà Nội,169200,172200,2026-04-12 09:50:40
SJC,169400,172400,2026-04-12 14:00:53
DOJI HN,169400,172400,2026-04-12 14:00:53
DOJI SG,169400,172400,2026-04-12 14:00:53
BTMH,169400,172400,2026-04-12 14:00:53
BTMC SJC,169400,172400,2026-04-12 14:00:53
Phú Qúy SJC,169400,172400,2026-04-12 14:00:53
PNJ TP.HCM,169200,172200,2026-04-12 14:00:53
PNJ Hà Nội,169200,172200,2026-04-12 14:00:53
SJC,168500,171500,2026-04-13 04:21:40
DOJI HN,168500,171500,2026-04-13 04:21:40
DOJI SG,168500,171500,2026-04-13 04:21:40
BTMH,168500,171500,2026-04-13 04:21:40
BTMC SJC,168500,171500,2026-04-13 04:21:40
Phú Qúy SJC,168500,171500,2026-04-13 04:21:40
PNJ TP.HCM,168200,171200,2026-04-13 04:21:40
PNJ Hà Nội,168200,171200,2026-04-13 04:21:40
SJC,168500,171500,2026-04-13 07:15:57
DOJI HN,168500,171500,2026-04-13 07:15:57
DOJI SG,168500,171500,2026-04-13 07:15:57
BTMH,168500,171500,2026-04-13 07:15:57
BTMC SJC,168500,171500,2026-04-13 07:15:57
Phú Qúy SJC,168500,171500,2026-04-13 07:15:57
PNJ TP.HCM,168200,171200,2026-04-13 07:15:57
PNJ Hà Nội,168200,171200,2026-04-13 07:15:57
SJC,168500,171500,2026-04-13 10:49:46
DOJI HN,168500,171500,2026-04-13 10:49:46
DOJI SG,168500,171500,2026-04-13 10:49:46
BTMH,168500,171500,2026-04-13 10:49:46
BTMC SJC,168500,171500,2026-04-13 10:49:46
Phú Qúy SJC,168500,171500,2026-04-13 10:49:46
PNJ TP.HCM,168200,171200,2026-04-13 10:49:46
PNJ Hà Nội,168200,171200,2026-04-13 10:49:46
SJC,168500,171500,2026-04-13 14:52:56
DOJI HN,168500,171500,2026-04-13 14:52:56
DOJI SG,168500,171500,2026-04-13 14:52:56
BTMH,168500,171500,2026-04-13 14:52:56
BTMC SJC,168500,171500,2026-04-13 14:52:56
Phú Qúy SJC,168500,171500,2026-04-13 14:52:56
PNJ TP.HCM,168200,171200,2026-04-13 14:52:56
PNJ Hà Nội,168200,171200,2026-04-13 14:52:56
SJC,170500,173000,2026-04-14 04:10:41
DOJI HN,170500,173000,2026-04-14 04:10:41
DOJI SG,170500,173000,2026-04-14 04:10:41
BTMH,169700,172700,2026-04-14 04:10:41
BTMC SJC,170000,173000,2026-04-14 04:10:41
Phú Qúy SJC,170000,173000,2026-04-14 04:10:41
PNJ TP.HCM,169700,172700,2026-04-14 04:10:41
PNJ Hà Nội,169700,172700,2026-04-14 04:10:41
SJC,170500,173000,2026-04-14 06:53:49
DOJI HN,170500,173000,2026-04-14 06:53:49
DOJI SG,170500,173000,2026-04-14 06:53:49
BTMH,169700,172700,2026-04-14 06:53:49
BTMC SJC,170000,173000,2026-04-14 06:53:49
Phú Qúy SJC,170000,173000,2026-04-14 06:53:49
PNJ TP.HCM,169700,172700,2026-04-14 06:53:49
PNJ Hà Nội,169700,172700,2026-04-14 06:53:49
SJC,170500,173000,2026-04-14 10:18:23
DOJI HN,170500,173000,2026-04-14 10:18:23
DOJI SG,170500,173000,2026-04-14 10:18:23
BTMH,169700,172700,2026-04-14 10:18:23
BTMC SJC,170000,173000,2026-04-14 10:18:23
Phú Qúy SJC,170000,173000,2026-04-14 10:18:23
PNJ TP.HCM,169700,172700,2026-04-14 10:18:23
PNJ Hà Nội,169700,172700,2026-04-14 10:18:23
SJC,170500,173000,2026-04-14 14:52:17
DOJI HN,170500,173000,2026-04-14 14:52:17
DOJI SG,170500,173000,2026-04-14 14:52:17
BTMH,169700,172700,2026-04-14 14:52:17
BTMC SJC,170000,173000,2026-04-14 14:52:17
Phú Qúy SJC,170000,173000,2026-04-14 14:52:17
PNJ TP.HCM,169700,172700,2026-04-14 14:52:17
PNJ Hà Nội,169700,172700,2026-04-14 14:52:17
SJC,171500,174500,2026-04-15 04:10:03
DOJI HN,171500,174500,2026-04-15 04:10:03
DOJI SG,171500,174500,2026-04-15 04:10:03
BTMH,171000,174000,2026-04-15 04:10:03
BTMC SJC,171000,174500,2026-04-15 04:10:03
Phú Qúy SJC,171000,174500,2026-04-15 04:10:03
PNJ TP.HCM,171000,174000,2026-04-15 04:10:03
PNJ Hà Nội,171000,174000,2026-04-15 04:10:03
SJC,170500,174000,2026-04-15 06:55:31
DOJI HN,170500,173500,2026-04-15 06:55:31
DOJI SG,170500,173500,2026-04-15 06:55:31
BTMH,170500,173500,2026-04-15 06:55:31
BTMC SJC,170500,174000,2026-04-15 06:55:31
Phú Qúy SJC,170500,174000,2026-04-15 06:55:31
PNJ TP.HCM,170500,173500,2026-04-15 06:55:31
PNJ Hà Nội,170500,173500,2026-04-15 06:55:31
SJC,170000,173500,2026-04-15 10:19:25
DOJI HN,170000,173000,2026-04-15 10:19:25
DOJI SG,170000,173000,2026-04-15 10:19:25
BTMH,170000,173000,2026-04-15 10:19:25
BTMC SJC,170000,173000,2026-04-15 10:19:25
Phú Qúy SJC,170000,173500,2026-04-15 10:19:25
PNJ TP.HCM,170000,173000,2026-04-15 10:19:25
PNJ Hà Nội,170000,173000,2026-04-15 10:19:25
SJC,170000,173500,2026-04-15 14:47:52
DOJI HN,169800,172800,2026-04-15 14:47:52
DOJI SG,169800,172800,2026-04-15 14:47:52
BTMH,170000,173000,2026-04-15 14:47:52
BTMC SJC,169800,172800,2026-04-15 14:47:52
Phú Qúy SJC,170000,173500,2026-04-15 14:47:52
PNJ TP.HCM,170000,173000,2026-04-15 14:47:52
PNJ Hà Nội,170000,173000,2026-04-15 14:47:52
SJC,168500,172500,2026-04-16 04:16:10
DOJI HN,168500,172500,2026-04-16 04:16:10
DOJI SG,168500,172500,2026-04-16 04:16:10
BTMH,168500,171800,2026-04-16 04:16:10
BTMC SJC,168300,172300,2026-04-16 04:16:10
Phú Qúy SJC,168500,172500,2026-04-16 04:16:10
PNJ TP.HCM,168500,171800,2026-04-16 04:16:10
PNJ Hà Nội,168500,171800,2026-04-16 04:16:10
SJC,168500,172000,2026-04-16 06:57:47
DOJI HN,168500,172500,2026-04-16 06:57:47
DOJI SG,168500,172500,2026-04-16 06:57:47
BTMH,168000,170800,2026-04-16 06:57:47
BTMC SJC,168300,172300,2026-04-16 06:57:47
Phú Qúy SJC,168500,172500,2026-04-16 06:57:47
PNJ TP.HCM,168500,171800,2026-04-16 06:57:47
PNJ Hà Nội,168500,171800,2026-04-16 06:57:47
SJC,167700,171200,2026-04-16 10:18:03
DOJI HN,167700,171200,2026-04-16 10:18:03
DOJI SG,167700,171200,2026-04-16 10:18:03
BTMH,168000,170800,2026-04-16 10:18:03
BTMC SJC,167700,171200,2026-04-16 10:18:03
Phú Qúy SJC,167500,171200,2026-04-16 10:18:03
PNJ TP.HCM,167700,170700,2026-04-16 10:18:03
PNJ Hà Nội,167700,170700,2026-04-16 10:18:03
SJC,167700,171200,2026-04-16 14:58:58
DOJI HN,167700,171200,2026-04-16 14:58:58
DOJI SG,167700,171200,2026-04-16 14:58:58
BTMH,167500,170200,2026-04-16 14:58:58
BTMC SJC,167700,171200,2026-04-16 14:58:58
Phú Qúy SJC,167500,171200,2026-04-16 14:58:58
PNJ TP.HCM,167700,170700,2026-04-16 14:58:58
PNJ Hà Nội,167700,170700,2026-04-16 14:58:58
SJC,167500,171000,2026-04-17 04:13:37
DOJI HN,167500,171000,2026-04-17 04:13:37
DOJI SG,167500,171000,2026-04-17 04:13:37
BTMH,167000,169500,2026-04-17 04:13:37
BTMC SJC,167500,171000,2026-04-17 04:13:37
Phú Qúy SJC,167500,171000,2026-04-17 04:13:37
PNJ TP.HCM,167500,170500,2026-04-17 04:13:37
PNJ Hà Nội,167500,170500,2026-04-17 04:13:37
SJC,167500,171000,2026-04-17 06:58:37
DOJI HN,167500,171000,2026-04-17 06:58:37
DOJI SG,167500,171000,2026-04-17 06:58:37
BTMH,167500,170000,2026-04-17 06:58:37
BTMC SJC,167500,171000,2026-04-17 06:58:37
Phú Qúy SJC,167500,171000,2026-04-17 06:58:37
PNJ TP.HCM,167500,170500,2026-04-17 06:58:37
PNJ Hà Nội,167500,170500,2026-04-17 06:58:37
SJC,167500,171000,2026-04-17 10:16:09
DOJI HN,167500,171000,2026-04-17 10:16:09
DOJI SG,167500,171000,2026-04-17 10:16:09
BTMH,167500,170000,2026-04-17 10:16:09
BTMC SJC,167500,171000,2026-04-17 10:16:09
Phú Qúy SJC,167500,171000,2026-04-17 10:16:09
PNJ TP.HCM,167500,170500,2026-04-17 10:16:09
PNJ Hà Nội,167500,170500,2026-04-17 10:16:09
SJC,167500,171000,2026-04-17 14:21:59
DOJI HN,167500,171000,2026-04-17 14:21:59
DOJI SG,167500,171000,2026-04-17 14:21:59
BTMH,167500,170500,2026-04-17 14:21:59
BTMC SJC,167500,171000,2026-04-17 14:21:59
Phú Qúy SJC,167500,171000,2026-04-17 14:21:59
PNJ TP.HCM,167500,170500,2026-04-17 14:21:59
PNJ Hà Nội,167500,170500,2026-04-17 14:21:59
SJC,168500,172000,2026-04-18 03:49:14
DOJI HN,168500,172000,2026-04-18 03:49:14
DOJI SG,168500,172000,2026-04-18 03:49:14
BTMH,168500,171500,2026-04-18 03:49:14
BTMC SJC,168500,172000,2026-04-18 03:49:14
Phú Qúy SJC,168500,172000,2026-04-18 03:49:14
PNJ TP.HCM,168500,171500,2026-04-18 03:49:14
PNJ Hà Nội,168500,171500,2026-04-18 03:49:14
SJC,168500,172000,2026-04-18 06:14:23
DOJI HN,168500,172000,2026-04-18 06:14:23
DOJI SG,168500,172000,2026-04-18 06:14:23
BTMH,168500,171000,2026-04-18 06:14:23
BTMC SJC,168500,172000,2026-04-18 06:14:23
Phú Qúy SJC,168500,172000,2026-04-18 06:14:23
PNJ TP.HCM,168500,171500,2026-04-18 06:14:23
PNJ Hà Nội,168500,171500,2026-04-18 06:14:23
SJC,168500,172000,2026-04-18 09:52:50
DOJI HN,168500,172000,2026-04-18 09:52:50
DOJI SG,168500,172000,2026-04-18 09:52:50
BTMH,168500,171000,2026-04-18 09:52:50
BTMC SJC,168500,172000,2026-04-18 09:52:50
Phú Qúy SJC,168500,172000,2026-04-18 09:52:50
PNJ TP.HCM,168500,171500,2026-04-18 09:52:50
PNJ Hà Nội,168500,171500,2026-04-18 09:52:50
SJC,168500,172000,2026-04-18 14:02:15
DOJI HN,168500,172000,2026-04-18 14:02:15
DOJI SG,168500,172000,2026-04-18 14:02:15
BTMH,168500,171000,2026-04-18 14:02:15
BTMC SJC,168500,172000,2026-04-18 14:02:15
Phú Qúy SJC,168500,172000,2026-04-18 14:02:15
PNJ TP.HCM,168500,171500,2026-04-18 14:02:15
PNJ Hà Nội,168500,171500,2026-04-18 14:02:15
SJC,168500,172000,2026-04-19 04:15:48
DOJI HN,168500,172000,2026-04-19 04:15:48
DOJI SG,168500,172000,2026-04-19 04:15:48
BTMH,168500,171000,2026-04-19 04:15:48
BTMC SJC,168500,172000,2026-04-19 04:15:48
Phú Qúy SJC,168500,172000,2026-04-19 04:15:48
PNJ TP.HCM,168500,171500,2026-04-19 04:15:48
PNJ Hà Nội,168500,171500,2026-04-19 04:15:48
SJC,168500,172000,2026-04-19 06:47:58
DOJI HN,168500,172000,2026-04-19 06:47:58
DOJI SG,168500,172000,2026-04-19 06:47:58
BTMH,168500,171000,2026-04-19 06:47:58
BTMC SJC,168500,172000,2026-04-19 06:47:58
Phú Qúy SJC,168500,172000,2026-04-19 06:47:58
PNJ TP.HCM,168500,171500,2026-04-19 06:47:58
PNJ Hà Nội,168500,171500,2026-04-19 06:47:58
SJC,168500,172000,2026-04-19 09:51:20
DOJI HN,168500,172000,2026-04-19 09:51:20
DOJI SG,168500,172000,2026-04-19 09:51:20
BTMH,168500,171000,2026-04-19 09:51:20
BTMC SJC,168500,172000,2026-04-19 09:51:20
Phú Qúy SJC,168500,172000,2026-04-19 09:51:20
PNJ TP.HCM,168500,171500,2026-04-19 09:51:20
PNJ Hà Nội,168500,171500,2026-04-19 09:51:20
SJC,168500,172000,2026-04-19 14:00:50
DOJI HN,168500,172000,2026-04-19 14:00:50
DOJI SG,168500,172000,2026-04-19 14:00:50
BTMH,168500,171000,2026-04-19 14:00:50
BTMC SJC,168500,172000,2026-04-19 14:00:50
Phú Qúy SJC,168500,172000,2026-04-19 14:00:50
PNJ TP.HCM,168500,171500,2026-04-19 14:00:50
PNJ Hà Nội,168500,171500,2026-04-19 14:00:50
SJC,168300,171300,2026-04-20 04:21:16
DOJI HN,168300,171300,2026-04-20 04:21:16
DOJI SG,168300,171300,2026-04-20 04:21:16
BTMH,168000,171000,2026-04-20 04:21:16
BTMC SJC,168300,171300,2026-04-20 04:21:16
Phú Qúy SJC,168300,171300,2026-04-20 04:21:16
PNJ TP.HCM,168000,171000,2026-04-20 04:21:16
PNJ Hà Nội,168000,171000,2026-04-20 04:21:16
SJC,168300,171300,2026-04-20 07:18:33
DOJI HN,168300,171300,2026-04-20 07:18:33
DOJI SG,168300,171300,2026-04-20 07:18:33
BTMH,168000,171000,2026-04-20 07:18:33
BTMC SJC,168300,171300,2026-04-20 07:18:33
Phú Qúy SJC,168300,171300,2026-04-20 07:18:33
PNJ TP.HCM,168000,171000,2026-04-20 07:18:33
PNJ Hà Nội,168000,171000,2026-04-20 07:18:33
SJC,168300,171300,2026-04-20 10:52:14
DOJI HN,168300,171300,2026-04-20 10:52:14
DOJI SG,168300,171300,2026-04-20 10:52:14
BTMH,168000,171000,2026-04-20 10:52:14
BTMC SJC,168300,171300,2026-04-20 10:52:14
Phú Qúy SJC,168300,171300,2026-04-20 10:52:14
PNJ TP.HCM,168000,171000,2026-04-20 10:52:14
PNJ Hà Nội,168000,171000,2026-04-20 10:52:14
SJC,168300,171300,2026-04-20 14:54:00
DOJI HN,168300,171300,2026-04-20 14:54:00
DOJI SG,168300,171300,2026-04-20 14:54:00
BTMH,168000,171000,2026-04-20 14:54:00
BTMC SJC,168300,171300,2026-04-20 14:54:00
Phú Qúy SJC,168300,171300,2026-04-20 14:54:00
PNJ TP.HCM,168000,171000,2026-04-20 14:54:00
PNJ Hà Nội,168000,171000,2026-04-20 14:54:00
SJC,168700,171200,2026-04-21 04:13:20
DOJI HN,168500,171500,2026-04-21 04:13:20
DOJI SG,168500,171500,2026-04-21 04:13:20
BTMH,168500,171500,2026-04-21 04:13:20
BTMC SJC,168500,171500,2026-04-21 04:13:20
Phú Qúy SJC,168500,171500,2026-04-21 04:13:20
PNJ TP.HCM,168200,171200,2026-04-21 04:13:20
PNJ Hà Nội,168200,171200,2026-04-21 04:13:20
SJC,168100,170600,2026-04-21 06:59:09
DOJI HN,168100,170600,2026-04-21 06:59:09
DOJI SG,168100,170600,2026-04-21 06:59:09
BTMH,168200,171200,2026-04-21 06:59:09
BTMC SJC,168200,171200,2026-04-21 06:59:09
Phú Qúy SJC,168100,170600,2026-04-21 06:59:09
PNJ TP.HCM,167400,170400,2026-04-21 06:59:09
PNJ Hà Nội,167400,170400,2026-04-21 06:59:09
SJC,168100,170600,2026-04-21 10:20:26
DOJI HN,168100,170600,2026-04-21 10:20:26
DOJI SG,168100,170600,2026-04-21 10:20:26
BTMH,167600,170300,2026-04-21 10:20:26
BTMC SJC,168100,170600,2026-04-21 10:20:26
Phú Qúy SJC,168100,170600,2026-04-21 10:20:26
PNJ TP.HCM,167400,170400,2026-04-21 10:20:26
PNJ Hà Nội,167400,170400,2026-04-21 10:20:26
SJC,168100,170600,2026-04-21 14:48:23
DOJI HN,168100,170600,2026-04-21 14:48:23
DOJI SG,168100,170600,2026-04-21 14:48:23
BTMH,167600,170300,2026-04-21 14:48:23
BTMC SJC,168100,170600,2026-04-21 14:48:23
Phú Qúy SJC,168100,170600,2026-04-21 14:48:23
PNJ TP.HCM,167400,170400,2026-04-21 14:48:23
PNJ Hà Nội,167400,170400,2026-04-21 14:48:23
SJC,167500,170000,2026-04-22 04:09:25
DOJI HN,167200,169700,2026-04-22 04:09:25
DOJI SG,167200,169700,2026-04-22 04:09:25
BTMH,167000,169600,2026-04-22 04:09:25
BTMC SJC,167500,170000,2026-04-22 04:09:25
Phú Qúy SJC,167500,170000,2026-04-22 04:09:25
PNJ TP.HCM,166700,169700,2026-04-22 04:09:25
PNJ Hà Nội,166700,169700,2026-04-22 04:09:25
SJC,167500,170000,2026-04-22 06:58:17
DOJI HN,167200,169700,2026-04-22 06:58:17
DOJI SG,167200,169700,2026-04-22 06:58:17
BTMH,167000,169600,2026-04-22 06:58:17
BTMC SJC,167500,170000,2026-04-22 06:58:17
Phú Qúy SJC,167500,170000,2026-04-22 06:58:17
PNJ TP.HCM,166700,169700,2026-04-22 06:58:17
PNJ Hà Nội,166700,169700,2026-04-22 06:58:17
SJC,167500,170000,2026-04-22 10:21:33
DOJI HN,167200,169700,2026-04-22 10:21:33
DOJI SG,167200,169700,2026-04-22 10:21:33
BTMH,167000,169600,2026-04-22 10:21:33
BTMC SJC,167500,170000,2026-04-22 10:21:33
Phú Qúy SJC,167500,170000,2026-04-22 10:21:33
PNJ TP.HCM,166700,169700,2026-04-22 10:21:33
PNJ Hà Nội,166700,169700,2026-04-22 10:21:33
SJC,167500,170000,2026-04-22 14:48:19
DOJI HN,167200,169700,2026-04-22 14:48:19
DOJI SG,167200,169700,2026-04-22 14:48:19
BTMH,167000,169600,2026-04-22 14:48:19
BTMC SJC,167500,170000,2026-04-22 14:48:19
Phú Qúy SJC,167500,170000,2026-04-22 14:48:19
PNJ TP.HCM,166700,169700,2026-04-22 14:48:19
PNJ Hà Nội,166700,169700,2026-04-22 14:48:19
SJC,166700,169200,2026-04-23 04:14:01
DOJI HN,166700,169200,2026-04-23 04:14:01
DOJI SG,166700,169200,2026-04-23 04:14:01
BTMH,166200,168900,2026-04-23 04:14:01
BTMC SJC,166700,169200,2026-04-23 04:14:01
Phú Qúy SJC,166700,169200,2026-04-23 04:14:01
PNJ TP.HCM,166000,169000,2026-04-23 04:14:01
PNJ Hà Nội,166000,169000,2026-04-23 04:14:01
SJC,166700,169200,2026-04-23 07:01:48
DOJI HN,166700,169200,2026-04-23 07:01:48
DOJI SG,166700,169200,2026-04-23 07:01:48
BTMH,166200,168900,2026-04-23 07:01:48
BTMC SJC,166700,169200,2026-04-23 07:01:48
Phú Qúy SJC,166700,169200,2026-04-23 07:01:48
PNJ TP.HCM,166000,169000,2026-04-23 07:01:48
PNJ Hà Nội,166000,169000,2026-04-23 07:01:48
SJC,166700,169200,2026-04-23 10:23:44
DOJI HN,166700,169200,2026-04-23 10:23:44
DOJI SG,166700,169200,2026-04-23 10:23:44
BTMH,166200,168900,2026-04-23 10:23:44
BTMC SJC,166700,169200,2026-04-23 10:23:44
Phú Qúy SJC,166700,169200,2026-04-23 10:23:44
PNJ TP.HCM,166000,169000,2026-04-23 10:23:44
PNJ Hà Nội,166000,169000,2026-04-23 10:23:44
SJC,166700,169200,2026-04-23 15:15:38
DOJI HN,166700,169200,2026-04-23 15:15:38
DOJI SG,166700,169200,2026-04-23 15:15:38
BTMH,166200,168900,2026-04-23 15:15:38
BTMC SJC,166700,169200,2026-04-23 15:15:38
Phú Qúy SJC,166700,169200,2026-04-23 15:15:38
PNJ TP.HCM,166000,169000,2026-04-23 15:15:38
PNJ Hà Nội,166000,169000,2026-04-23 15:15:38
SJC,166200,168700,2026-04-24 04:18:40
DOJI HN,166200,168700,2026-04-24 04:18:40
DOJI SG,166200,168700,2026-04-24 04:18:40
BTMH,165700,168600,2026-04-24 04:18:40
BTMC SJC,166200,168700,2026-04-24 04:18:40
Phú Qúy SJC,166200,168700,2026-04-24 04:18:40
PNJ TP.HCM,165700,168700,2026-04-24 04:18:40
PNJ Hà Nội,165700,168700,2026-04-24 04:18:40
SJC,166200,168700,2026-04-24 07:05:02
DOJI HN,166200,168700,2026-04-24 07:05:02
DOJI SG,166200,168700,2026-04-24 07:05:02
BTMH,165700,168600,2026-04-24 07:05:02
BTMC SJC,166200,168700,2026-04-24 07:05:02
Phú Qúy SJC,166200,168700,2026-04-24 07:05:02
PNJ TP.HCM,165500,168500,2026-04-24 07:05:02
PNJ Hà Nội,165500,168500,2026-04-24 07:05:02
SJC,165500,168000,2026-04-24 10:25:53
DOJI HN,165500,168000,2026-04-24 10:25:53
DOJI SG,165500,168000,2026-04-24 10:25:53
BTMH,165200,167900,2026-04-24 10:25:53
BTMC SJC,166200,168700,2026-04-24 10:25:53
Phú Qúy SJC,166200,168700,2026-04-24 10:25:53
PNJ TP.HCM,165000,168000,2026-04-24 10:25:53
PNJ Hà Nội,165000,168000,2026-04-24 10:25:53
SJC,165500,168000,2026-04-24 14:46:27
DOJI HN,165500,168000,2026-04-24 14:46:27
DOJI SG,165500,168000,2026-04-24 14:46:27
BTMH,165200,167900,2026-04-24 14:46:27
BTMC SJC,166200,168700,2026-04-24 14:46:27
Phú Qúy SJC,166200,168700,2026-04-24 14:46:27
PNJ TP.HCM,165000,168000,2026-04-24 14:46:27
PNJ Hà Nội,165000,168000,2026-04-24 14:46:27
SJC,166300,168800,2026-04-25 03:53:19
DOJI HN,166300,168800,2026-04-25 03:53:19
DOJI SG,166300,168800,2026-04-25 03:53:19
BTMH,165800,168700,2026-04-25 03:53:19
BTMC SJC,166200,168800,2026-04-25 03:53:19
Phú Qúy SJC,166300,168800,2026-04-25 03:53:19
PNJ TP.HCM,165800,168800,2026-04-25 03:53:19
PNJ Hà Nội,165800,168800,2026-04-25 03:53:19
SJC,166300,168800,2026-04-25 06:21:14
DOJI HN,166300,168800,2026-04-25 06:21:14
DOJI SG,166300,168800,2026-04-25 06:21:14
BTMH,165800,168700,2026-04-25 06:21:14
BTMC SJC,166200,168800,2026-04-25 06:21:14
Phú Qúy SJC,166300,168800,2026-04-25 06:21:14
PNJ TP.HCM,165800,168800,2026-04-25 06:21:14
PNJ Hà Nội,165800,168800,2026-04-25 06:21:14
SJC,166300,168800,2026-04-25 09:55:49
DOJI HN,166300,168800,2026-04-25 09:55:49
DOJI SG,166300,168800,2026-04-25 09:55:49
BTMH,165800,168700,2026-04-25 09:55:49
BTMC SJC,166200,168800,2026-04-25 09:55:49
Phú Qúy SJC,166300,168800,2026-04-25 09:55:49
PNJ TP.HCM,165800,168800,2026-04-25 09:55:49
PNJ Hà Nội,165800,168800,2026-04-25 09:55:49
SJC,166300,168800,2026-04-25 14:04:28
DOJI HN,166300,168800,2026-04-25 14:04:28
DOJI SG,166300,168800,2026-04-25 14:04:28
BTMH,165800,168700,2026-04-25 14:04:28
BTMC SJC,166200,168800,2026-04-25 14:04:28
Phú Qúy SJC,166300,168800,2026-04-25 14:04:28
